"input.source","input.name","input.ap","input.states","input.edges","input.transitions","input.acc_sets","input.scc","input.nondetstates","input.nondeterministic","input.alternating","tool","exit_status","exit_code","time","output.ap","output.states","output.edges","output.transitions","output.acc_sets","output.scc","output.nondetstates","output.nondeterministic","output.alternating"
"random_automata.hoa:1023.1-1050.7",,3,6,13,13,2,1,1,1,0,"Autfilt+","ok",0,0.00478978,3,15,49,89,1,4,5,1,0
"random_automata.hoa:1023.1-1050.7",,3,6,13,13,2,1,1,1,0,"Seminator+","ok",0,0.0135885,3,16,43,89,1,5,2,1,0
"random_automata.hoa:1023.1-1050.7",,3,6,13,13,2,1,1,1,0,"Kofola+","ok",0,0.0121217,3,15,49,89,1,4,5,1,0
"random_automata.hoa:1051.1-1078.7",,3,6,13,13,2,1,1,1,0,"SaG+","ok",0,0.0860009,3,40,136,266,1,12,12,1,0
"random_automata.hoa:1051.1-1078.7",,3,6,13,13,2,1,1,1,0,"Autfilt+","ok",0,0.00641142,3,13,38,82,1,4,3,1,0
"random_automata.hoa:1051.1-1078.7",,3,6,13,13,2,1,1,1,0,"Seminator+","ok",0,0.0165814,3,14,47,97,1,5,6,1,0
"random_automata.hoa:1051.1-1078.7",,3,6,13,13,2,1,1,1,0,"Kofola+","ok",0,0.0127968,3,13,38,82,1,4,3,1,0
"random_automata.hoa:1079.1-1096.7",,3,3,6,6,2,1,0,0,0,"SaG+","ok",0,0.0785482,3,9,25,63,1,4,2,1,0
"random_automata.hoa:1079.1-1096.7",,3,3,6,6,2,1,0,0,0,"Autfilt+","ok",0,0.00410326,3,8,18,40,1,4,2,1,0
"random_automata.hoa:1079.1-1096.7",,3,3,6,6,2,1,0,0,0,"Seminator+","ok",0,0.0123998,3,10,26,58,1,5,2,1,0
"random_automata.hoa:1079.1-1096.7",,3,3,6,6,2,1,0,0,0,"Kofola+","ok",0,0.0132831,3,9,23,55,1,4,1,1,0
"random_automata.hoa:1097.1-1113.7",,3,3,5,5,2,1,0,0,0,"SaG+","ok",0,0.0680205,3,11,26,71,1,4,2,1,0
"random_automata.hoa:1097.1-1113.7",,3,3,5,5,2,1,0,0,0,"Autfilt+","ok",0,0.00449024,3,9,18,41,1,4,2,1,0
"random_automata.hoa:1097.1-1113.7",,3,3,5,5,2,1,0,0,0,"Seminator+","ok",0,0.0129232,3,14,32,76,1,6,2,1,0
"random_automata.hoa:1097.1-1113.7",,3,3,5,5,2,1,0,0,0,"Kofola+","ok",0,0.0142299,3,12,29,79,1,5,2,1,0
"random_automata.hoa:1114.1-1146.7",,3,7,17,17,2,1,3,1,0,"SaG+","ok",0,0.100341,3,61,219,413,1,16,10,1,0
"random_automata.hoa:1114.1-1146.7",,3,7,17,17,2,1,3,1,0,"Autfilt+","ok",0,0.00956762,3,35,139,221,1,4,13,1,0
"random_automata.hoa:1114.1-1146.7",,3,7,17,17,2,1,3,1,0,"Seminator+","ok",0,0.0199723,3,36,117,202,1,5,4,1,0
"random_automata.hoa:1114.1-1146.7",,3,7,17,17,2,1,3,1,0,"Kofola+","ok",0,0.0174758,3,35,139,221,1,4,13,1,0
"random_automata.hoa:1147.1-1181.7",,3,7,19,19,2,2,2,1,0,"SaG+","ok",0,0.0945292,3,24,73,128,1,4,2,1,0
"random_automata.hoa:1147.1-1181.7",,3,7,19,19,2,2,2,1,0,"Autfilt+","ok",0,0.00620516,3,18,65,117,1,4,6,1,0
"random_automata.hoa:1147.1-1181.7",,3,7,19,19,2,2,2,1,0,"Seminator+","ok",0,0.0153739,3,20,62,114,1,4,3,1,0
"random_automata.hoa:1147.1-1181.7",,3,7,19,19,2,2,2,1,0,"Kofola+","ok",0,0.013994,3,18,64,116,1,4,5,1,0
"random_automata.hoa:1182.1-1194.7",,3,2,2,2,2,1,0,0,0,"SaG+","ok",0,0.0695661,3,3,5,24,1,2,0,0,0
"random_automata.hoa:1182.1-1194.7",,3,2,2,2,2,1,0,0,0,"Autfilt+","ok",0,0.00399357,3,3,5,24,1,2,0,0,0
"random_automata.hoa:1182.1-1194.7",,3,2,2,2,2,1,0,0,0,"Seminator+","ok",0,0.0113401,3,3,5,24,1,2,0,0,0
